date,type,registration,operator,fat.,location,url,phase,aircraft_damage,classification,narrative,nature,inv_agency,year
24-APR-2019,Beech B200 Super King Air,C-FRMV,Keewatin Air,0,Gillam Airpo...,https://aviation-safety.net/database/record.php?id=20190424-1,Landing (LDG),Substantial,Fuel exhaustion Forced landing on runway,"A Beechcraft B200 medevac aircraft operated by Keewatin Air, was conducting positioning flight KEW202 from Winnipeg/James Armstrong Richardson Intl (CYWG), MB to Churchill (CYYQ), MB with 2 flight crew and 2 flight nurses on board. A captain in training assumed the role of pilot-in-command (PIC) and Piot Flying while the line indoctrination captain acted as first officer (FO) and Pilot Monitoring on the flight.The FO conducted a pre-flight inspection of the aircraft and noted that the aircraft had about 1600 pounds of fuel on board. Because he preferred to order fuel directly from a fuel technician, he went to the fuel office in the hangar, but could not find anyone to take the fuel order. Intending to return to the office later, he went to the lounge where he found out that the flight would be delayed pending the arrival of the 2nd flight nurse. When the captain asked if the aircraft was ready for the flight, the FO replied that it was.When preparing for departure, the flight crew completed the BEFORE START checklist. The last step on the checklist was to start the engine. The flight crew then taxied to a run-up area and began the AFTER START checklist. When the FO read out the checklist item FUEL QUANTITY, the captain responded with the text that was printed on the checklist, ""SUFFICIENT/BALANCED,"" but he did not check the fuel quantity indicators. When the checklist was complete, the crew taxied to the runway. The aircraft departed CYWG at 1639.Roughly 8 NM after the takeoff, while still in the climb, the captain performed a progressive fuel calculation. He did not look at the fuel quantity indicators during the process. The aircraft continued the climb and levelled off at flight level (FL) 250. During the rest of the flight, neither pilot performed periodic scans of the fuel quantity indicators.At 1813, when the aircraft was about 14 NM west-northwest of Gillam Airport (CYGX) and still level at FL 250, the left fuel pressure (L FUEL PRESS) warning light illuminated, indicating low fuel. The warning was followed almost immediately by power surging in the left engine. The captain turned the boost pump ON, and noticed that the fuel quantity indicators were showing 0 pounds. The captain asked the FO about the fuel quantity, at which point the FO realized that he had forgotten to order fuel. The flight crew declared an emergency with the Winnipeg Area Control Centre (ACC) at 1814 and began an emergency descent. The weather conditions at CYYQ were marginal, so the decision was made to divert to the alternate aerodrome, CYGX; however, the aircraft continued on the same heading toward CYYQ for another 2 minutesBy 1815, when the aircraft was at FL 220, the left engine had exhausted its fuel supply and lost power. The crew conducted the emergency engine shutdown procedure in the Emergency and Abnormal Procedures Quick Reference Handbook (QRH) to shut down the engine; however, the left propeller continued to windmill at speeds between 1300 and 2000 rpm throughout the ensuing descent. At 181532, the FO programmed the FMS to display a track to CYGX and instructed the captain to turn right and follow the track. The FO moved the heading bugs, which were coupled on both FMS displays, to the CYGX heading. The captain then initiated a right turn toward CYGX.The captain reduced the power setting of the right engine. From 1815 to 1818, the rate of descent varied between 3000 and 6000 fpm. The crew extended the landing gear in an attempt to set up a suitable descent angle to Runway 23. At 1817, the flight crew informed the ACC that the nature of the emergency was fuel related. The ACC provided the flight crew with the weather at CYGX and informed them that emergency services at CYGX would be notified. As the aircraft descended through approximately 5000 feet above sea level (ASL), the FO obtained a vertical navigation (VNAV) profile to Runway 23 on the FMS. The crew retracted the landing gear as the aircraft intercepted the VNAV path. By 1820, the airspeed had decayed to approximately 100 knots and the captain was having difficulty controlling the aircraft. At times, the aircraft was descending below the VNAV path. Seeing this, the FO took over control and assumed the Pilot Flying duties. At 1821, as the aircraft descended through 2800 feet ASL, the left propeller ceased windmilling as the rpm decreased from 1300 to 0 rpm. The flight crew made a Mayday call at 182130 on the CYGX mandatory frequency. When the aircraft was at approximately 2000 feet ASL, it descended below the cloud base and the FO was able to visually identify CYGX.At 182234, when the aircraft was at 1300 feet ASL, roughly 835 feet above ground level (AGL), the right engine lost power. The aircraft could no longer maintain the VNAV path or a suitable visual approach to the runway. When the aircraft was at about 530 feet AGL and 1 NM from the runway, the crew shut down and feathered the right engine while continuing the right-hand curving visual approach to Runway 23.The flaps remained up throughout the approach and subsequent landing. The crew selected the landing gear DOWN when the aircraft was at about 50 feet AGL and the aircraft touched down on the frozen surface of Stephens Lake with the landing gear fully extended.Sufficient airspeed remained to enable the FO to raise the nose as the aircraft approached the rocky shoreline at the approach end of Runway 23. The aircraft struck the rocky shoreline in a nose-high attitude and skidded up onto the right edge of the runway area, coming to rest approximately 190 feet before the threshold .Findings as to causes and contributing factors1. When the captain asked if the aircraft was ready for the flight, the first officer replied that it was, not recalling that the aircraft required fuel.2. While performing the FUEL QUANTITY item on the AFTER START checklist, the captain responded to the first officers prompt with the rote response that the fuel was sufficient, without looking at the fuel gauges.3. The aircraft departed Winnipeg/James Armstrong Richardson International Airport with insufficient fuel on board to complete the planned flight.4. The flight crew did not detect that there was insufficient fuel because the gauges had not been included in the periodic cockpit scans.5. When the flight crew performed the progressive fuel calculation, they did not confirm the results against the fuel gauges, and therefore their attention was not drawn to the low-fuel state at a point that would have allowed for a safe landing.6. Still feeling the effect of the startle response to the fuel emergency, the captain quickly became task saturated, which led to an uncoordinated response by the flight crew, delaying the turn toward Gillam Airport, and extending the approach.7. The right engine lost power due to fuel exhaustion when the aircraft was 1 nautical mile from Runway 23. From that position, a successful forced landing on the intended runway was no longer possible and, as a result, the aircraft touched down on the ice surface of Stephens Lake, short of the runway.24-04-2019",Ferry/positioning,TSB Canada ,2019
30-APR-2019,Boeing 737-73S (WL),EI-SEV,Ryanair,0,East Midland...,https://aviation-safety.net/database/record.php?id=20190430-0,Taxi (TXI),Substantial,Ground collision Damaged on the ground,"A Ryanair Boeing 737-700 (EI-SEV) contacted the tail of a parked Jet2 Boeing 737-300 (G-GDFB) as it was taxiing at East Midlands, U.K.At the time of the accident East Midlands Airport was operating under Low Visibility Procedures (LVPs). The reported Runway Visual Range (RVR) was 300 to 325 m. EI-SEV arrived from Stansted Airport (STN) and landed on runway 27 before following taxiway Alpha eastwards to the Central Apron.Due to the poor weather and their elevated position in the control tower, air traffic controllers could not see the aircraft, taxiway or apron. G-GDFB was not painting on the Controllers Surface Movement Radar (SMR) display. With no other information about stand occupancy available to them, ATC were unaware that S24 was occupied.Accordingly, the ground movements controller cleared EI-SEV to taxi the shortest route to S22 which was via Quebec (Q), the western entry point to the apron. The aircraft captain taxied EI-SEV as cleared, turning left from Taxiway Quebec towards Stand S22. The flight crew became aware of an aircraft parked on S24 and noted that the space available to pass behind it looked ""tight"". Seeing that the parked aircraft was on its stop bar, they were reassured that there would be enough room to pass behind, provided they accurately tracked the stand taxi-lane centreline.As EI-SEV crossed behind G-GDFB the commander brought the aircraft to a slow walking pace and the co-pilot monitored the right wing tip. From his perspective it appeared to be clear, but as they overlapped EI-SEVs winglet struck G-GDFBs right horizontal stabiliser. The captain brought the aircraft to a halt and reported the collision to ATC.ConclusionDue to the poor weather conditions and limitations of the SMR, EI-SEV was given an unachievable taxi clearance. The fallibility of the human eye in accurately judging relative distance at range seduced the crew into thinking that safe separation had been achieved.Less than minimum standard taxi separations existed on S20-25 but there were no published warnings, limitations or guidance to alert ATC or flight crews to the risks. Flight crew need to remain alert to the potential for consistently safe outcomes desensitising them to latent airfield hazards.30-04-2019",Ferry/positioning,AAIB ,2019
30-APR-2019,Boeing 737-33A (WL),G-GDFB,Jet2,0,East Midland...,https://aviation-safety.net/database/record.php?id=20190430-1,Standing (STD),Substantial,Ground collision Damaged on the ground,"A Ryanair Boeing 737-700 (EI-SEV) contacted the tail of a parked Jet2 Boeing 737-300 (G-GDFB) as it was taxiing at East Midlands, U.K.At the time of the accident East Midlands Airport was operating under Low Visibility Procedures (LVPs). The reported Runway Visual Range (RVR) was 300 to 325 m. EI-SEV arrived from Stansted Airport (STN) and landed on runway 27 before following taxiway Alpha eastwards to the Central Apron.Due to the poor weather and their elevated position in the control tower, air traffic controllers could not see the aircraft, taxiway or apron. G-GDFB was not painting on the Controllers Surface Movement Radar (SMR) display. With no other information about stand occupancy available to them, ATC were unaware that S24 was occupied.Accordingly, the ground movements controller cleared EI-SEV to taxi the shortest route to S22 which was via Quebec (Q), the western entry point to the apron. The aircraft captain taxied EI-SEV as cleared, turning left from Taxiway Quebec towards Stand S22. The flight crew became aware of an aircraft parked on S24 and noted that the space available to pass behind it looked ""tight"". Seeing that the parked aircraft was on its stop bar, they were reassured that there would be enough room to pass behind, provided they accurately tracked the stand taxi-lane centreline.As EI-SEV crossed behind G-GDFB the commander brought the aircraft to a slow walking pace and the co-pilot monitored the right wing tip. From his perspective it appeared to be clear, but as they overlapped EI-SEVs winglet struck G-GDFBs right horizontal stabiliser. The captain brought the aircraft to a halt and reported the collision to ATC.ConclusionDue to the poor weather conditions and limitations of the SMR, EI-SEV was given an unachievable taxi clearance. The fallibility of the human eye in accurately judging relative distance at range seduced the crew into thinking that safe separation had been achieved.Less than minimum standard taxi separations existed on S20-25 but there were no published warnings, limitations or guidance to alert ATC or flight crews to the risks. Flight crew need to remain alert to the potential for consistently safe outcomes desensitising them to latent airfield hazards.30-04-2019",-,AAIB ,2019
03-MAY-2019,Boeing 737-81Q (WL),N732MA,Miami Air International,0,Jacksonville...,https://aviation-safety.net/database/record.php?id=20190503-0,Landing (LDG),Substantial,Landing after unstabilized approach Runway excursion,"A Miami Air Boeing 737-800, registration N732MA, operating as Flight 293 from Cubas Leeward Point Field at Guantánamo Bay experienced a runway overrun upon landing at Jacksonville Naval Air Station/Towers Field (KNIP), Florida. The airplane came to rest in the shallow waters of St. Johns River, sustaining substantial damage. The 143 passengers and crew survived.The aircraft was engaged in a charter flight to bring military personnel and family members home. The No. 1 (left) thrust reverser was not operational and deferred for the flight in accordance with the airplanes minimum equipment list. The captain was the pilot flying for the accident flight, and the first officer was the pilot monitoring. The captain was also performing check airman duties for the first officer who was in the process of completing operating experience training.Flight 293 departed Guantánamo Bay at 2319 UTC.At 2122 local time the pilot checked in with a Jacksonville approach (JAX) controller while level at 13,000 ft mean sea level and was provided the JAX altimeter setting; the controller advised the pilot to expect the RNAV runway 28 approach and moderate-to-heavy precipitation on the final approach to runway 28 (9000 ft/2743 m long).At 2123, the JAX controller advised the pilot that the winds at KNIP were from 350° at 4 knots; the pilot then asked if there was any chance of getting runway 10 because it looked a little better. The JAX controller responded that he was showing moderate-to-heavy precipitation building over runway 10 starting about 5 miles on final. The pilot acknowledged and said he would stick with runway 28.  He was then instructed to descend and maintain 5,000 ft.At 2125, the controller provided additional weather information to the flight crew, stating that moderate-to-heavy precipitation was present east and west of the airport. The pilot elected to continue for an approach to runway 28.At 2130, the JAX controller advised the pilot that the flight was heading northbound and the precipitation was moving eastbound; the controller then asked the pilot if he would like to try runway 10 since it might be better. The pilot acknowledged ""yeah go ahead, lets do it."" The controller then instructed the pilot to turn left to a heading of 270°, and the pilot acknowledged.  Over the next several minutes, the flight was vectored for the approach to runway 10. At 2137, the JAX controller cleared the flight for the RNAV runway 10 approach, and the pilot acknowledged.  Shortly after, the flight was transferred to the KNIP radar controller.The pilot contacted the KNIP radar controller, and, at 2139, the KNIP radar controller indicated the winds were from 240° at 10 knots; he then cleared the flight to land on runway 10. As the airplane descended through 1,390 ft mean sea level (msl), the pilots configured it for landing with the flaps set at 30° and the landing gear extended; however, the speedbrake handle was not placed in the armed position as specified in the Landing checklist. At an altitude of about 1,100 ft msl and 2.8 nm from the runway, the airplane was slightly above the glidepath, and its airspeed was on target. Over the next minute, the indicated airspeed increased to 170 knots (17 knots above the target approach speed), and groundspeed reached 180 knots, including an estimated 7-knot tailwind.At an altitude of about 680 ft msl and 1.6 nm from the threshold, the airplane deviated further above the 3° glidepath such that the precision approach path indicator (PAPI) lights would have appeared to the flight crew as four white lights and would retain that appearance throughout the rest of the approach. Eight seconds before touchdown, multiple enhanced ground proximity warning system alerts announced ""sink rate"" as the airplanes descent rate peaked at 1,580 fpm. The airplane crossed the displaced threshold 120 ft above the runway and 17 knots above the target approach speed, with a groundspeed of 180 knots and a rate of descent about 1,450 ft per minute (fpm). The airplane touched down about 1,580 ft beyond the displaced threshold, which was 80 ft beyond the designated touchdown zone as specified in the operators standard operating procedures (SOP).After touchdown, the captain deployed the No. 2 engine thrust reverser and began braking; he later reported, however, that he did not feel the aircraft decelerate and increased the brake pressure. The speedbrakes deployed about 4 seconds after touchdown, most likely triggered by the movement of the right throttle into the idle reverse thrust detent after main gear tire spinup.The automatic deployment of the speedbrakes was likely delayed by about 3 seconds compared to the automatic deployment that could have been obtained by arming the speedbrakes before landing. The airplane crossed the end of the runway about 55 ft right of the centerline and impacted a seawall 90 ft to the right of the centerline, 9,170 ft beyond the displaced threshold, and 1,164 ft beyond the departure end of runway 10. After the airplane came to rest in St. Johns River, the flight crew began an emergency evacuation.The airplane was mostly intact, but both main landing gear had separated from the airplane and were also located in the river.Probable Cause and FindingsAn extreme loss of braking friction due to heavy rain and the water depth on the ungrooved runway, which resulted in viscous hydroplaning. Contributing to the accident was the operators inadequate guidance for evaluating runway braking conditions and conducting en route landing distance assessments. Contributing to the continuation of an unstabilized approach were 1) the captains plan continuation bias and increased workload due to the weather and performing check airman duties and 2) the first officers lack of experience.03-05-201903-05-201903-05-201903-05-201903-05-201903-05-201903-05-201903-05-201912 April 2001N1787BBoeing26 Apr 2001N732MAMiami Air International31 Oct 2004N732MAMartinair Holland26 July 2005N732MAMartinair Holland22 Nov 2005N732MAMiami Air International19 May 2008G-OXLDXL Airways17 Sep 2008N732MAMiami Air International23 Mar 2010D-AXLIXL Airways Germany8 Nov 2010N732MAMiami Air International27 Sep 2012N732MAMiami Air International4 Jul 2016N732MATUI Airlines Netherlands6 Sep 2016N732MAMiami Air International3 Jul 2017N732MATUI Airlines Netherlands5 Sep 2017N732MAMiami Air International3 Jul 2018N732MATUI Airlines Netherlands11 Sep 2018N732MAMiami Air International",Int'l Non Scheduled Passenger,NTSB ,2019
03-MAY-2019,Douglas C-47A (DC-3),C-GJKM,Buffalo Airways,0,near Hay River Ai...,https://aviation-safety.net/database/record.php?id=20190503-1,Approach (APR),Substantial,Forced landing outside airport,"The Douglas DC-3C aircraft operated by Buffalo Airways, was conducting cargo flight 169 from Hay River (CYHY) to Yellowknife (CYZF), Canada, with 2 flight crew on board. After departure, while the aircraft was climbing through 1200 feet above sea level on the way to a cruising altitude of 5000 feet, the flight crew completed the after-takeoff checklist and applied carburetor heat to 20 °C. While the First Officer (FO) was applying the carburetor heat, oil pressure was observed decreasing on the left engine (Pratt & Whitney R-1830-92). Moments later, rising cylinder head temperature and oil temperature indications were also observed on the left engine. The captain directed the FO to contact the area control centre to declare a PAN PAN emergency and request a return to CYHY, which the FO then did. The aircraft flight manual (AFM) does not contain any procedures for abnormal engine indications.As the aircraft reached an altitude of 1969 feet, the captain set the left engine to a reduced power setting and increased the power on the right engine to maximum except takeoff (METO) power. The flight crew began to set up for an instrument landing system approach to CYHY via TANPO.At 0747, while the aircraft was in a right turn proceeding towards TANPO, smoke and oil were observed, and abnormal sounds were heard coming from the left engine. Using the engine failure checklist, the flight crew then shut down the left engine and feathered the propeller. At 0748, because the situation had escalated, a MAYDAY emergency was declared. Moments later, the flight crew completed the descent checklist and initiated the approach checklist. However, due to the escalating emergency, the flight crew was not able to complete the approach checklist, which included the landing briefing.At 0753, the aircraft levelled off at 1214 feet. The FO observed zero hydraulic pressure on the landing gear DOWN gauge. Thinking this zero pressure was an issue, he mentioned it to the captain, who then directed the FO to ""prep the gear."" The FO extended the landing gear, which the captain did not expect because the aircraft had not started its final approach and the airport had not been visually acquired.At 0755, as the aircraft continued towards TANPO, the altitude was between 1200 and 1300 feet ASL, and the airspeed was maintained at approximately 100 knots indicated airspeed (KIAS). When the aircraft was abeam TANPO, the captain began a right turn to intercept the localizer for the final approach. The aircrafts airspeed decreased from 100 KIAS to 80 KIAS, while its altitude decreased to 1100 feet ASL. With the reduced airspeed, the aircrafts flight control response became sluggish and the captain directed the landing gear to be raised.After the landing gear was raised, at 0759, the flight crew heard abnormal sounds and felt vibrations from the right engine. The aircrafts airspeed was 80 KIAS, and its altitude began to decrease to below 800 feet ASL.  In an attempt to maintain altitude, the right engine was increased to maximum takeoff power, but this had no effect. The flight crew then prepared for an emergency gear-up landing, and the aircrafts flaps were lowered on short final to reduce speed for touchdown.At 0801, the aircraft landed in muskeg on KatlOdeeche First Nation land, approximately 3.5 nautical miles southeast of CYHY. After the aircraft came to a stop, the FO exited the aircraft through the right-hand crew window, while the captain remained in the cockpit to secure the right engine and aircraft systems before evacuating via the forward door. The FO contacted the flight information centre to notify them of the crews status and aircraft location. The emergency locator transmitter had not activated during the forced landing, so the FO activated it manually to assist search and rescue in locating the aircraft. The flight crew was uninjured. The aircraft received substantial damage. There was no post-impact fire. First responders arrived at the accident site at 1114In this occurrence, the aircrafts airspeed and altitude could not be maintained, primarily because of the increased drag when the landing gear was extended early in the approach.03-05-201903-05-2019",Cargo,TSB Canada ,2019
04-MAY-2019,Learjet 45,C-GMCP,Skyservice Business Aviation,0,Edinburgh-Tu...,https://aviation-safety.net/database/record.php?id=20190504-0,Pushback / towing (PBT),Unknown,Landing gear collapse Damaged on the ground,"The Learjet 45 aircraft operated by Skyservice Business Aviation, was conducting a flight from Edinburgh (EGPH), United Kingdom to Reykjavik/Keflavik (BIKF), Iceland with 4 crew members onboard. During pushback at EGPH, the nose landing gear collapsed. There were no injuries. The nose landing gear and surrounding airframe structure were damaged.",Unknown,AAIB ,2019
04-MAY-2019,Antonov An-2R,RA-01443,Aviation Enterprise Motor,0,"Vyun, Tompon...",https://aviation-safety.net/database/record.php?id=20190504-1,Landing (LDG),Substantial,,"The aircraft operated on a cargo flight from Ust-Nera to the Vyun landing site at the gold ore deposit in the Tomponsky region of Yakutia, Russia. An accident occurred while landing. As a result, the aircraft received significant damage the propeller was broken, the engine and the fuselage were damaged, the landing gear struts were torn off, the fuselage skin was destroyed and the flaps and spars of the lower wings were damaged. Information about the incident was received by the investigating authorities only in March 2020.",Cargo,,2019
05-MAY-2019,Sukhoi Superjet 100-95B,RA-89098,Aeroflot,41,Moskva-Shere...,https://aviation-safety.net/database/record.php?id=20190505-0,Landing (LDG),Destroyed,Bounced on landing Electrical system problem Forced landing on runway,"Aeroflot flight 1492, a Sukhoi Superjet 100-95B, returned to land at Moscow's Sheremetyevo Airport in Russia and burst into flames during an attempted emergency landing. Of the 78 persons on board, 41 did not survive.The aircraft took off from Sheremetyevo Airport's runway 24C at 1803 hours local time on a scheduled service to Murmansk, Russia. Visibility was fine but there were some Cumulonimbus clouds near the airfield at 6000 feet.The flight crew engaged the autopilot as the aircraft climbed through a height of 700 ft (215 m). At 1808, as the aircraft was climbing through an altitude of about 8900 ft (2700 m), a failure occurred in the electrical system. At this point, the aircraft was 30 km west-northwest of the airport in an area of thunderstorm activity.The captain assumed manual control of the aircraft and the crew managed to establish radio contact using UHF. The flight was not able to contact the approach controller and subsequently selected the emergency transponder code 7600 (loss of radio communication).About 1817 the aircraft overshot the runway centreline after turning to runway heading. Altitude at that time was about 2400 feet. The aircraft continued the right-hand turn, completed a circle and proceeded on the final approach for runway 24L. Flaps were selected at 25°, which was the recommended setting for landing above maximum landing weight.At 1826 the flight crew selected the emergency transponder code 7700 (emergency).When descending from 335 to 275 m (1100-900 ft) the windshear warning system sounded five times ""Go around. Windshear ahead"".From a height of 80 m (260 ft) above ground level, the aircraft descended below the glide path and at a height of 55 m (180 ft) the TAWS warning sounded ""Glide Slope."" From that moment on the airspeed increased to 170 knots.At 1830 the aircraft overflew the runway threshold and touched down at a distance of 900 m past the threshold at a speed of 158 knots. Touchdown occurred at a g-force of at least 2.55g with a subsequent bounce to a height of about 2 m. After two seconds the aircraft landed again on the nose landing gear with a vertical load 5.85g, and bounced to a height of 6 m. The third landing of the aircraft occurred at a speed of 140 knots with a vertical overload of at least 5g. This caused a rupture of the wing structure and fuel lines. Flames erupted and engulfed the rear of the aircraft. The aircraft slid to a stop on the grass between runway 24L and two taxiways. An emergency evacuation was then carried out while flames quickly engulfed the rear fuselage.05-05-201905-05-201905-05-201905-05-201905-05-2019",Domestic Scheduled Passenger,MAK ,2019
05-MAY-2019,Canadair Challenger 601-3A,N601VH,TVPX Aircraft Solutions,13,near Monclova,https://aviation-safety.net/database/record.php?id=20190505-1,En route (ENR),Destroyed,,"A Canadair Challenger 601-3A corporate jet was reported missing on a flight from Las Vegas, Nevada, USA to Monterrey, Mexico.The aircraft was chartered to fly ten passengers from Monterrey to Las Vegas to visit a boxing match. At 1452 hours local time (2152 UTC) the aircraft took off from Las Vegas on the return leg to Monterrey. Flight tracking data shows the aircraft en route at a cruising altitude of FL370. At 1825 local time (2325 UTC) the aircraft climbs to FL390, which is maintained for about five minutes. The aircraft then climbs towards FL410. The last ADS-B data point recorded by Flightaware is at 1837 hours at 40,925	 feet. The wreckage was found in a remote part of Mexico with no survivors.05-05-201905-05-201905-05-201905-05-2019",Int'l Non Scheduled Passenger,,2019
07-MAY-2019,DHC-6 Twin Otter 300,C-GNDO,Air Inuit,0,near Kuujjuarapik...,https://aviation-safety.net/database/record.php?id=20190507-0,Takeoff (TOF),Substantial,,"Air Inuit-operated DHC-6-300 aircraft, suffered an accident during takeoff from a camp located at 57 km NNE of Kuujjuarapik bound for Kuujjuarapik with two pilots on board. During take-off, one of the skis was caught in the snow, the nose wheel was torn off, and the aircraft came out of the take-off area. The aircraft came to rest outside the surface prepared for take-off. There were no injuries. The nose of the aircraft as well as the left wing, the landing gear, as well as the engine and left propeller have all suffered substantial damage.",Unknown,,2019
08-MAY-2019,DHC-8-402Q Dash 8,S2-AGQ,Biman Bangladesh,0,Yangon-Minga...,https://aviation-safety.net/database/record.php?id=20190508-0,Landing (LDG),Damaged beyond repair,Landing after unstabilized approach Controlled Flight Into Terrain (CFIT) - Ground,"A Biman Bangladesh Airlines DHC-8-400 suffered an accident during an attempted landing on runway 21 at Yangon-Mingaladon Airport, Myanmar.The aircraft departed Dhaka-Shahjalal International Airport, Bangladesh, as Biman flight 060 about 1515 hours local time with destination Yangon-Mingaladon Airport in Myanmar. Weather at Yangon was poor due to the presence of a thunderstorm in the area. While the flight crew was performing an ILS approach, the controller instructed them to go around as the airport was closed due to weather. When the weather condition got better, the flight was cleared for an RNP approach to runway 21 because only the localizer was available at that moment. The co-pilot was Pilot Flying and the captain was Pilot Monitoring. The aircraft was higher than the 3 degree approach path and the airspeed fluctuated between 136 and 151 kts, which was than the 122 kts target airspeed.The captain said ""continue, continue"" to the copilot and the approach was continued. At an altitude of 22 feet over the runway, the captain began pushing the control column forward, while the PF was attempting to pull on the control column. At 1828 m down the runway, with 1585 m remaining, the aircraft briefly skipped a few times before getting airborne again. The captain then stated ""I have control"", which was confirmed by the co-pilot. While in the air, the captain applied the brake pedal several times. At a height of 44 feet, the captain put the propellers in beta range and reduced the power lever angle to 18 degrees. The aircraft sank again and collided with runway 03 and slid forward. It left the runway and came to a complete stop in the over-run area.The aircraft fuselage broke in just behind the forward passenger door and just behind the rear service door. The undercarriage collapsed and the right hand wing broke at the attachment point with the fuselage. There was no fire. All occupants survived, but twelve suffered serious injuries.Primary Cause While the aircraft was unstablized on approach, the pilot did not execute a go-around.08-05-2019",International Scheduled Passenger,AAIB Myanmar ,2019
08-MAY-2019,Antonov An-2R,YV2354,Unknown,0,near Uriman Airpo...,https://aviation-safety.net/database/record.php?id=20190508-1,En route (ENR),Damaged beyond repair,,"An Antonov An-2R sustained substantial damage in an accident near Uriman Airport in Venezuela. The aircraft crashed next to a group of trees, severing both left-hand wings. The aircraft came to rest inverted.",Unknown,,2019
10-MAY-2019,DHC-8-311 Dash 8,C-FJXZ,"Air Canada Express, opb Jazz Aviation",0,Toronto-Pear...,https://aviation-safety.net/database/record.php?id=20190510-0,Taxi (TXI),Substantial,Damaged on the ground,"Air Canada Express flight 8615, a DHC-8-311, collided with a fuel truck while taxiing to gate at Toronto Pearson Airport in Canada. Five persons were injured in the accident.Flight 8615 departed Toronto on May 9, 2303 hours local time, on a domestic flight to Sudbury. Visibility at Sudbury was poor and the flight was not able to land. The flight crew elected to return to Toronto, where a normal landing was made at 0125 hours local time (May 10). As the aircraft was taxiing to the gate, a collision occurred with a fuel truck. The aircraft spun and sustained serious damage to the left side of the flight deck. The left hand rear cargo door was pushed inward and the no.1 propeller also suffered damage.Findings as to causes and contributing factors1. The limited field of view to the right of the fuel tanker drivers cab caused by the front elevating service platform and its structural elements, along with the condensation on the windows, resulted in the driver being unable to see the aircraft in time to avoid the collision.2. The captain had a clear field of view in the direction of the oncoming fuel tanker but the visibility was limited due to darkness, rain, and reflected light, and he did not see the oncoming tanker during the critical moments before the collision.10-05-2019",Domestic Scheduled Passenger,TSB Canada ,2019
11-MAY-2019,Cessna 208B Grand Caravan,C-FCPM,Parachutisme Nouvel Air,0,Saint-Esprit...,https://aviation-safety.net/database/record.php?id=20190511-0,Landing (LDG),Substantial,,"The Cessna 208B aircraft operated by Nouvel Air Parachuting, was on a skydiving flight from Saint-Esprit Aerodrome (CES2), Canada. Following the drop of parachutists, the pilot returned to CES2 and, on the visual approach to runway 20, the aircraft encountered a wind shear on short final. The aircraft lost altitude and the pilot was not able to slow the descent; it collided heavily with the ground. The wheel of nose collapsed, and the propeller contacted the ground. The pilot and the passenger on board were not injured.",Parachuting,,2019
12-MAY-2019,Embraer ERJ-190LR,XY-AGQ,Myanmar National Airlines,0,Mandalay Int...,https://aviation-safety.net/database/record.php?id=20190512-0,Landing (LDG),Minor,Gear-up landing Forced landing on runway,"Myanmar National Airlines flight UB103, an Embraer ERJ-190LR, made a forced landing at Mandalay International Airport with the nose landing gear retracted.The flight had departed Yangon-Mingaladon Airport on a domestic service to Mandalay International Airport. The flight crew carried out an RNAV approach to runway 17 and configured the aircraft for landing. However, the nose landing gear failed to deploy. The emergency gear extension procedure was followed but the nosegear still would not deploy.Two low passes were then performed to allow personnel in the control tower to observe the position of the nose landing gear, which was fully retracted.After burning fuel the flight crew performed a forced landing. There were no injuries to the occupants.Probable CauseMaintenance actions were not properly done as per the fault isolation manual in rectifying the intermittent Weight off Wheels System Fail fault and in addition, poor workmanship in performing the Nose Landing Gear Strut N2 servicing.",Domestic Scheduled Passenger,AAIB Myanmar ,2019
